EmployeeID,Age,PastEmployee,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
170,29,No,Non-Travel,Research & Development,1,1,Technical Degree,4,Male,3,2,Manufacturing Director,3,Married,4319,1,No,13,3,1,10,1,3,10,7,0,9
171,51,No,Travel_Rarely,Research & Development,7,4,Medical,2,Male,2,2,Manufacturing Director,3,Married,6132,2,No,17,3,0,10,2,3,1,0,0,0
172,58,No,Travel_Rarely,Research & Development,9,3,Medical,2,Female,2,1,Research Scientist,2,Married,3346,4,Yes,20,4,1,9,3,2,1,0,0,0
173,22,No,Travel_Rarely,Research & Development,19,1,Medical,3,Male,3,1,Research Scientist,4,Married,2323,1,No,24,4,2,2,6,3,2,2,2,2
174,27,No,Non-Travel,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,2,Divorced,2024,6,No,18,3,1,6,1,1,2,2,2,2
175,28,No,Travel_Rarely,Research & Development,21,3,Medical,3,Male,3,1,Research Scientist,4,Married,2713,1,No,11,3,1,5,2,1,5,2,0,2
176,57,No,Travel_Rarely,Research & Development,24,2,Life Sciences,3,Male,4,3,Healthcare Representative,4,Divorced,9439,3,Yes,16,3,1,12,2,1,5,3,1,4
177,27,No,Non-Travel,Research & Development,3,3,Medical,3,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,3,1,1,2,2,1,1,0,1
178,50,No,Travel_Rarely,Research & Development,11,3,Life Sciences,3,Female,3,5,Manager,2,Single,19926,3,No,15,3,0,21,5,3,5,4,4,4
179,41,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,3,1,13,2,3,9,8,1,8
180,32,No,Travel_Rarely,Research & Development,6,5,Life Sciences,3,Male,3,1,Research Scientist,3,Single,3038,3,No,20,4,0,8,2,3,5,4,1,4
181,27,No,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3058,0,Yes,16,3,1,6,3,2,5,2,1,1
182,36,No,Travel_Frequently,Research & Development,3,2,Medical,4,Male,3,1,Laboratory Technician,2,Single,2088,4,No,12,3,0,13,3,2,8,7,7,2
183,30,No,Non-Travel,Research & Development,9,3,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,3072,1,No,11,3,2,12,4,3,12,9,6,10
184,56,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3,Female,3,1,Research Scientist,1,Divorced,4257,4,Yes,18,3,1,19,3,3,2,2,2,2
185,33,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2500,0,No,14,3,0,4,2,4,3,1,0,2
186,19,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Male,2,1,Laboratory Technician,4,Single,1102,1,No,22,4,0,1,3,2,1,0,1,0
187,38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2288,1,No,12,3,0,2,3,3,2,2,2,1
188,31,No,Travel_Rarely,Research & Development,12,1,Medical,3,Female,3,1,Research Scientist,4,Married,3929,8,Yes,23,4,1,7,0,3,4,2,0,2
189,34,No,Travel_Rarely,Research & Development,27,2,Medical,4,Female,3,1,Research Scientist,2,Single,2311,2,No,15,3,0,9,3,3,3,2,1,2
190,50,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,2,1,Laboratory Technician,3,Married,3690,2,No,15,3,1,5,2,2,3,2,0,2
191,53,No,Travel_Rarely,Research & Development,13,2,Medical,4,Female,4,2,Manufacturing Director,1,Divorced,4450,1,No,11,3,2,5,3,3,4,2,1,3
192,33,No,Travel_Rarely,Research & Development,14,3,Medical,4,Female,3,1,Research Scientist,2,Married,2756,1,No,13,3,1,8,5,3,8,7,1,6
193,40,No,Travel_Rarely,Research & Development,4,1,Medical,4,Female,3,5,Manager,3,Married,19033,1,No,14,3,1,21,2,3,20,8,9,9
194,55,No,Travel_Rarely,Research & Development,14,4,Medical,3,Male,4,5,Research Director,2,Single,18722,8,No,11,3,0,36,3,3,24,15,2,15
195,34,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,2,Manufacturing Director,3,Married,9547,1,No,17,3,0,10,2,2,10,9,1,9
196,51,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,4,Healthcare Representative,2,Single,13734,3,No,18,3,0,21,6,3,7,7,1,0
197,52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Male,2,5,Manager,3,Married,19999,0,No,14,3,1,34,5,3,33,18,11,9
198,27,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,1,Research Scientist,2,Single,2279,1,No,16,3,0,7,2,2,7,7,0,3
199,35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,2,2,Manufacturing Director,3,Married,5916,3,Yes,13,3,0,8,1,3,1,0,0,1
200,43,No,Non-Travel,Research & Development,7,3,Medical,4,Male,4,1,Research Scientist,4,Divorced,2089,4,No,14,3,3,7,3,4,5,4,2,2
201,45,No,Non-Travel,Research & Development,2,2,Medical,1,Male,2,4,Manager,4,Married,16792,9,No,23,4,1,22,1,3,20,8,11,8
202,37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,4,1,Research Scientist,1,Married,3564,1,Yes,12,3,1,8,3,2,8,7,1,7
203,35,No,Travel_Frequently,Research & Development,2,3,Medical,2,Female,3,2,Laboratory Technician,2,Single,4425,5,No,11,3,0,10,5,3,6,2,1,2
204,42,No,Non-Travel,Research & Development,21,2,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,5265,2,No,16,3,1,11,5,3,5,3,0,2
205,38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6553,9,No,14,3,0,14,3,3,1,0,0,0
206,38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Married,6261,3,No,18,3,1,9,3,1,7,7,1,7
207,27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,3,Male,2,2,Manufacturing Director,1,Married,4298,5,No,19,3,1,6,1,3,2,2,2,0
208,49,No,Non-Travel,Research & Development,18,4,Life Sciences,4,Male,3,2,Manufacturing Director,4,Divorced,6804,1,Yes,15,3,2,7,0,3,7,7,1,7
209,34,No,Travel_Frequently,Research & Development,10,4,Medical,4,Male,3,1,Research Scientist,3,Divorced,3815,1,Yes,17,3,1,5,4,4,5,3,2,0
210,40,No,Travel_Rarely,Research & Development,19,2,Medical,3,Male,3,2,Laboratory Technician,4,Married,2741,8,Yes,15,3,1,15,2,4,7,2,3,7
211,38,Yes,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,2,Healthcare Representative,1,Married,6673,7,Yes,19,3,0,17,2,3,1,0,0,0
212,22,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,4,1,Research Scientist,2,Divorced,2328,1,Yes,16,3,1,4,2,2,4,2,2,2
213,36,No,Travel_Frequently,Research & Development,18,1,Medical,2,Female,3,1,Laboratory Technician,4,Single,2153,1,No,13,3,0,8,2,3,8,1,1,7
214,40,No,Non-Travel,Research & Development,9,5,Life Sciences,4,Male,2,2,Healthcare Representative,4,Married,4876,9,No,14,3,1,5,5,1,3,2,0,2
215,46,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,3,Healthcare Representative,1,Divorced,9396,7,No,16,3,1,17,3,3,4,2,0,3
216,30,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Manufacturing Director,3,Single,8474,1,No,22,4,0,12,2,3,11,8,5,8
217,51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Male,2,3,Research Director,2,Married,12490,5,No,16,3,2,16,5,1,10,9,4,7
218,30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Female,3,1,Research Scientist,1,Single,2657,5,Yes,11,3,0,8,5,3,5,2,0,4
219,29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,3,1,Research Scientist,3,Single,2058,0,No,14,3,0,7,1,2,6,2,1,5
220,36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,8,No,16,3,0,16,3,4,13,11,3,7
221,33,No,Travel_Rarely,Research & Development,4,4,Medical,3,Female,2,1,Research Scientist,2,Married,2622,6,No,21,4,0,7,3,3,3,2,1,1
222,37,No,Travel_Frequently,Research & Development,11,3,Other,2,Male,3,3,Research Director,4,Divorced,12185,1,Yes,14,3,3,10,1,3,10,8,0,7
223,31,No,Non-Travel,Research & Development,1,4,Medical,3,Male,1,2,Manufacturing Director,3,Married,4345,0,No,12,3,1,6,2,3,5,4,1,4
224,59,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2177,3,No,17,3,1,7,6,3,1,0,0,0
225,29,Yes,Travel_Rarely,Research & Development,18,1,Medical,3,Male,2,1,Research Scientist,4,Single,2389,1,Yes,13,3,0,4,3,2,4,3,0,1
226,52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,1,Laboratory Technician,4,Single,3212,7,No,15,3,0,6,3,2,2,2,2,2
227,42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,3,Male,3,5,Manager,4,Married,19232,1,No,11,3,0,22,3,3,22,17,11,15
228,33,Yes,Travel_Rarely,Research & Development,14,3,Medical,3,Male,3,1,Laboratory Technician,4,Married,2436,5,Yes,13,3,1,8,2,1,5,4,0,4
229,33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,2707,7,No,20,4,0,13,3,4,9,7,1,7
230,32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,1,Laboratory Technician,3,Single,3730,0,Yes,14,3,0,4,2,1,3,2,1,2
231,39,No,Travel_Rarely,Research & Development,1,4,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,2232,7,No,14,3,3,7,1,3,3,2,1,2
232,41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,3,Male,3,2,Research Scientist,1,Divorced,3072,2,No,16,3,2,17,2,2,1,0,0,0
233,40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,1,Male,3,2,Research Scientist,4,Divorced,3319,1,No,17,3,2,9,3,3,9,8,4,7
234,45,No,Travel_Rarely,Research & Development,1,3,Other,3,Male,4,5,Manager,4,Married,19202,0,No,11,3,1,25,2,3,24,0,1,7
235,31,No,Travel_Frequently,Research & Development,3,4,Medical,2,Male,3,3,Research Director,3,Divorced,13675,9,No,12,3,1,9,3,3,2,2,2,2
236,33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,3,Female,2,1,Research Scientist,4,Married,2911,1,No,13,3,1,2,2,2,2,2,0,2
237,34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,5957,6,No,13,3,1,13,3,3,11,9,5,9
238,37,No,Travel_Rarely,Research & Development,1,2,Medical,3,Female,2,1,Research Scientist,1,Married,3920,2,No,14,3,1,17,2,2,3,1,0,2
239,45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,6434,4,No,17,3,1,9,1,3,3,2,0,2
240,37,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,Male,3,3,Manufacturing Director,3,Divorced,10048,6,No,11,3,2,17,5,3,1,0,0,0
241,39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,3,Female,3,3,Healthcare Representative,3,Single,10938,0,No,25,4,0,20,1,3,19,6,11,8
242,29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2340,1,No,19,3,0,6,1,3,6,5,1,5
243,42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,4,2,Research Scientist,1,Single,6545,3,Yes,13,3,0,10,1,3,3,2,0,2
244,25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,4898,0,No,12,3,2,5,3,3,4,2,1,2
245,42,No,Travel_Rarely,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,1,Divorced,2593,0,Yes,11,3,1,10,4,3,9,6,7,8
246,40,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,3,5,Research Director,3,Divorced,19436,0,No,19,3,1,22,5,3,21,7,3,9
247,51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2723,1,No,11,3,0,1,0,2,1,0,0,0
248,31,Yes,Travel_Frequently,Research & Development,29,2,Medical,3,Male,2,1,Laboratory Technician,2,Single,3479,0,No,11,3,0,6,2,4,5,4,1,4
249,32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,2,Male,4,1,Laboratory Technician,2,Married,2794,1,No,20,4,0,5,3,1,5,1,0,3
250,32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,4,Male,2,2,Laboratory Technician,1,Single,2176,4,No,13,3,0,9,5,3,6,2,0,4
251,28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3485,2,No,11,3,0,5,5,1,0,0,0,0
252,31,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,2,2,Healthcare Representative,4,Married,5582,0,No,21,4,1,10,2,3,9,0,7,8
253,25,No,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,4,2,Healthcare Representative,1,Divorced,4000,1,No,12,3,2,6,2,3,6,3,1,5
254,45,No,Travel_Rarely,Research & Development,20,2,Medical,3,Male,3,4,Healthcare Representative,4,Married,13496,0,Yes,14,3,0,21,2,3,20,7,4,10
255,36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,3210,0,No,11,3,1,16,4,3,15,13,10,11
256,55,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,5,Manager,1,Single,19045,0,Yes,14,3,0,37,2,3,36,10,4,13
257,47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,1,Male,3,3,Manager,2,Married,11849,1,Yes,12,3,1,10,2,2,10,7,9,9
258,28,No,Travel_Rarely,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,4,Married,2070,1,No,23,4,1,5,3,2,5,2,0,4
259,21,No,Travel_Rarely,Research & Development,3,2,Medical,4,Male,2,1,Research Scientist,3,Single,3230,1,No,17,3,0,3,4,4,3,2,1,0
260,37,No,Non-Travel,Research & Development,1,4,Medical,1,Female,3,3,Research Director,4,Divorced,13603,2,Yes,18,3,2,15,2,3,5,2,0,2
261,35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Female,4,3,Manager,2,Divorced,11996,7,No,18,3,1,10,6,2,7,7,6,2
262,26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,3,Female,3,2,Manufacturing Director,2,Divorced,6397,1,No,20,4,1,6,6,1,6,5,1,4
263,50,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,Male,3,5,Research Director,2,Divorced,19144,3,No,14,3,2,28,4,2,10,4,1,6
264,53,No,Travel_Rarely,Research & Development,3,4,Medical,3,Male,3,4,Research Director,3,Married,17584,3,Yes,16,3,3,21,5,2,5,3,1,3
265,55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,2,Male,3,2,Laboratory Technician,4,Married,5415,3,Yes,19,3,1,12,4,3,10,7,0,8
266,26,No,Travel_Frequently,Research & Development,11,2,Medical,1,Male,3,2,Healthcare Representative,1,Married,4741,1,Yes,13,3,1,5,3,3,5,3,3,3
267,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,3,1,Research Scientist,4,Single,2115,1,No,12,3,0,17,3,3,17,12,5,7
268,44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,1,19,0,1,1,0,0,0
269,38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,5745,9,No,14,3,1,10,2,3,2,2,1,2
270,26,Yes,Travel_Rarely,Research & Development,16,4,Medical,1,Male,3,1,Laboratory Technician,2,Divorced,2373,2,Yes,13,3,1,5,2,3,3,2,0,2
271,28,No,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Female,3,1,Research Scientist,4,Single,3310,1,No,21,4,0,5,3,3,5,3,0,2
272,49,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,5,Research Director,1,Single,18665,9,Yes,11,3,0,22,4,3,3,2,1,2
273,36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,3,Male,3,2,Research Scientist,2,Single,4485,4,No,12,3,0,10,2,3,8,0,7,7
274,37,No,Travel_Frequently,Research & Development,9,3,Medical,2,Male,3,1,Research Scientist,4,Married,2326,1,Yes,12,3,3,4,3,2,4,2,1,2
275,18,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,Single,1420,1,No,13,3,0,0,2,3,0,0,0,0
276,36,No,Travel_Frequently,Research & Development,18,4,Life Sciences,3,Male,4,1,Laboratory Technician,4,Married,3688,4,No,18,3,2,4,2,3,1,0,0,0
277,51,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,1,2,Manufacturing Director,2,Divorced,5482,5,No,18,3,1,13,3,3,4,1,1,2
278,28,No,Travel_Rarely,Research & Development,16,2,Medical,2,Male,4,2,Healthcare Representative,1,Single,5661,0,No,19,3,0,9,2,3,8,3,0,7
279,39,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,4,3,Healthcare Representative,4,Divorced,9613,0,No,17,3,3,19,5,2,18,10,3,7
280,36,No,Non-Travel,Research & Development,24,4,Life Sciences,2,Female,3,2,Laboratory Technician,2,Married,5674,7,No,15,3,1,11,3,3,9,8,0,8
281,38,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,3,Research Director,2,Married,12061,3,No,17,3,1,19,2,3,10,8,0,1
282,58,No,Non-Travel,Research & Development,1,4,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,5660,2,Yes,13,3,1,12,2,3,5,3,1,2
283,31,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,1,Research Scientist,4,Married,4821,0,Yes,12,3,1,6,4,3,5,2,0,3
284,45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,3,3,Laboratory Technician,1,Divorced,5210,1,No,18,3,1,24,2,3,24,9,9,11
285,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2695,0,Yes,18,3,1,3,2,1,2,2,2,2
286,33,No,Travel_Frequently,Research & Development,5,4,Life Sciences,4,Female,3,3,Manager,2,Married,11878,6,No,11,3,2,12,2,3,10,6,8,8
287,39,No,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,4,Manager,1,Married,17068,1,Yes,14,3,0,21,3,3,21,9,11,10
288,43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2455,0,No,19,3,0,9,5,3,8,7,1,7
289,49,No,Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,2,4,Healthcare Representative,3,Single,13964,7,Yes,12,3,0,25,2,3,7,1,0,7
290,52,Yes,Travel_Rarely,Research & Development,8,4,Medical,3,Male,2,2,Research Scientist,2,Married,4941,2,No,15,3,0,11,3,2,8,2,7,7
291,27,No,Travel_Rarely,Research & Development,5,3,Life Sciences,3,Female,3,1,Research Scientist,2,Single,2478,1,Yes,12,3,0,4,2,2,4,3,1,2
292,32,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,4,2,Research Scientist,4,Single,5055,7,No,16,3,0,10,0,2,7,7,0,7
293,28,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,1,Research Scientist,4,Married,3464,5,Yes,13,3,0,5,4,2,3,2,2,2
294,30,No,Travel_Rarely,Research & Development,28,2,Medical,4,Female,3,2,Research Scientist,4,Married,5775,1,No,13,3,2,11,2,3,10,8,1,9
295,31,No,Travel_Frequently,Research & Development,7,2,Life Sciences,3,Female,2,3,Manufacturing Director,3,Married,8943,1,No,24,4,1,10,2,3,10,9,8,9
296,39,No,Travel_Frequently,Research & Development,7,2,Medical,3,Male,2,5,Manager,4,Married,19272,1,No,15,3,1,21,2,3,21,9,13,3
297,47,No,Travel_Rarely,Research & Development,5,5,Life Sciences,4,Male,3,5,Research Director,3,Married,18300,4,No,11,3,1,21,2,3,3,2,1,1
298,43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,2,2,Laboratory Technician,3,Divorced,5257,1,No,11,3,1,9,3,4,9,7,0,0
299,54,No,Travel_Frequently,Research & Development,20,4,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4869,3,No,12,3,0,20,4,2,4,3,0,3
300,43,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Female,3,3,Healthcare Representative,1,Married,9985,8,No,16,3,1,10,1,2,1,0,0,0
301,45,No,Travel_Rarely,Research & Development,8,4,Other,4,Male,3,2,Research Scientist,4,Married,3697,9,No,14,3,2,12,3,3,10,9,9,8
302,29,Yes,Travel_Rarely,Research & Development,8,4,Other,2,Male,1,1,Laboratory Technician,1,Married,2119,1,Yes,11,3,0,7,4,2,7,7,0,7
303,29,No,Travel_Rarely,Research & Development,9,5,Other,2,Male,2,1,Laboratory Technician,4,Single,3983,0,No,17,3,0,4,2,3,3,2,2,2
304,37,No,Travel_Rarely,Research & Development,5,2,Medical,4,Male,3,2,Manufacturing Director,4,Divorced,6347,7,No,16,3,2,8,2,2,6,2,0,4
305,38,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,3,Research Director,4,Divorced,11510,0,Yes,14,3,1,12,3,3,11,10,2,9
306,31,No,Travel_Rarely,Research & Development,7,4,Medical,3,Female,3,3,Manufacturing Director,4,Single,7143,1,Yes,14,3,0,11,2,2,11,9,4,10
307,35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,3,Manufacturing Director,2,Single,8095,0,No,13,3,0,17,5,3,16,6,0,13
308,23,No,Travel_Rarely,Research & Development,26,1,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2904,1,No,12,3,2,4,2,2,4,2,0,2
309,41,No,Travel_Rarely,Research & Development,6,3,Medical,4,Male,2,2,Manufacturing Director,2,Single,6032,6,Yes,15,3,0,8,3,3,5,4,1,2
310,42,No,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Female,3,4,Research Director,4,Single,15992,2,No,14,3,0,16,2,3,1,0,0,0
311,32,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,2,Married,2370,1,No,13,3,1,8,4,3,8,0,0,7
312,37,No,Travel_Rarely,Research & Development,6,3,Medical,3,Male,4,2,Research Scientist,1,Divorced,5974,4,Yes,13,3,2,13,2,3,7,7,6,7
313,42,No,Travel_Rarely,Research & Development,2,4,Other,1,Male,2,2,Healthcare Representative,4,Single,6781,3,No,23,4,0,14,6,3,1,0,0,0
314,57,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,2,Healthcare Representative,3,Married,6755,2,No,11,3,0,15,2,3,3,2,1,2
315,40,No,Travel_Rarely,Research & Development,10,4,Life Sciences,4,Female,4,1,Laboratory Technician,3,Married,2213,3,Yes,13,3,1,10,3,3,7,7,1,7
316,37,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,1,Laboratory Technician,1,Married,3452,6,No,20,4,1,17,3,3,5,4,0,3
317,46,No,Non-Travel,Research & Development,7,4,Medical,3,Female,3,2,Manufacturing Director,3,Married,5258,2,No,14,3,0,7,2,4,1,0,0,0
318,50,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,2,3,Healthcare Representative,4,Single,10496,6,No,15,3,0,20,2,3,4,3,1,3
319,31,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,1,Research Scientist,2,Single,2657,0,Yes,16,3,0,3,5,3,2,2,2,2
320,29,No,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,1,Research Scientist,4,Single,2201,9,No,16,3,0,6,4,3,3,2,1,2
321,35,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,2,Healthcare Representative,2,Single,6540,9,No,19,3,0,10,5,3,1,1,0,0
322,27,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,1,Laboratory Technician,2,Divorced,3816,1,No,11,3,1,5,2,3,5,2,0,4
323,49,No,Travel_Rarely,Research & Development,7,3,Other,2,Male,2,3,Healthcare Representative,3,Single,10965,8,No,24,4,0,26,2,3,5,2,0,0
324,36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Female,3,1,Research Scientist,3,Married,2543,4,No,13,3,1,6,3,3,2,2,2,2
325,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,3,4,Manager,4,Single,16659,2,Yes,13,3,0,30,2,3,5,4,1,2
326,26,Yes,Travel_Frequently,Research & Development,3,1,Technical Degree,3,Male,3,1,Research Scientist,1,Single,3102,0,No,22,4,0,7,2,3,6,4,0,4
327,22,No,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,1,Research Scientist,2,Married,2244,1,No,13,3,1,2,1,3,2,1,1,2
